rxn16148	Aminobenzoate degradation
rxn16149	Pyrimidine metabolism|Carbon fixation pathways in prokaryotes|Carbon metabolism
rxn16146	Carbon fixation pathways in prokaryotes|Carbon metabolism
rxn16147	Aminobenzoate degradation
rxn16144	Aminobenzoate degradation
rxn16145	Aminobenzoate degradation
rxn16142	Carbon fixation pathways in prokaryotes|Carbon metabolism
rxn16143	Carbon fixation pathways in prokaryotes|Carbon metabolism
rxn16140	Butanoate metabolism|Carbon fixation pathways in prokaryotes|Carbon metabolism
rxn16141	Butanoate metabolism|Carbon fixation pathways in prokaryotes|Carbon metabolism
rxn03860	Toluene degradation|Degradation of aromatic compounds
rxn03867	Toluene degradation|Degradation of aromatic compounds
rxn03866	Benzoate degradation
rxn14126	Terpenoid backbone biosynthesis
rxn14127	Glucosinolate biosynthesis|2-Oxocarboxylic acid metabolism
rxn04648	Chlorocyclohexane and chlorobenzene degradation
rxn04649	Chlorocyclohexane and chlorobenzene degradation
rxn14122	Glucosinolate biosynthesis|2-Oxocarboxylic acid metabolism
rxn14123	Cyanoamino acid metabolism
rxn14120	One carbon pool by folate|Folate biosynthesis
rxn04642	Flavone and flavonol biosynthesis
rxn04643	Flavone and flavonol biosynthesis
rxn04640	Flavone and flavonol biosynthesis
rxn04641	Flavone and flavonol biosynthesis
rxn04646	Chlorocyclohexane and chlorobenzene degradation|Degradation of aromatic compounds
rxn04647	Chlorocyclohexane and chlorobenzene degradation|Degradation of aromatic compounds
rxn04644	Flavone and flavonol biosynthesis
rxn14129	Monoterpenoid biosynthesis
rxn01032	Toluene degradation|Aminobenzoate degradation|Degradation of aromatic compounds
rxn01033	Toluene degradation|Aminobenzoate degradation
rxn01036	Purine metabolism
rxn01037	Phenylalanine metabolism
rxn01034	Aminobenzoate degradation
rxn01035	Benzoate degradation|Aminobenzoate degradation
rxn01039	Phenylalanine metabolism
rxn00343	Cyanoamino acid metabolism
rxn00220	Glycolysis / Gluconeogenesis|Galactose metabolism|Starch and sucrose metabolism
rxn00341	Alanine, aspartate and glutamate metabolism
rxn00340	Alanine, aspartate and glutamate metabolism|Cyanoamino acid metabolism|Biosynthesis of amino acids
rxn00347	Alanine, aspartate and glutamate metabolism
rxn00346	beta-Alanine metabolism|Pantothenate and CoA biosynthesis
rxn00345	Alanine, aspartate and glutamate metabolism
rxn00221	Glycolysis / Gluconeogenesis
rxn00348	Alanine, aspartate and glutamate metabolism
rxn00550	Fructose and mannose metabolism
rxn04505	Biosynthesis of type II polyketide products
rxn04507	Biosynthesis of type II polyketide products
rxn04506	Biosynthesis of type II polyketide products
rxn04501	Biosynthesis of type II polyketide products
rxn04500	Biosynthesis of type II polyketide products
rxn04502	Biosynthesis of type II polyketide products
rxn04509	Biosynthesis of type II polyketide products
rxn04508	Biosynthesis of type II polyketide products
rxn00555	Alanine, aspartate and glutamate metabolism|Amino sugar and nucleotide sugar metabolism
rxn01699	Riboflavin metabolism
rxn01696	Steroid hormone biosynthesis
rxn01697	Steroid hormone biosynthesis
rxn01694	Steroid hormone biosynthesis
rxn01695	Steroid hormone biosynthesis
rxn01692	Steroid hormone biosynthesis
rxn01693	Steroid hormone biosynthesis
rxn01690	Steroid hormone biosynthesis
rxn01310	Fructose and mannose metabolism
rxn07694	Anthocyanin biosynthesis
rxn07347	Carotenoid biosynthesis
rxn07696	Anthocyanin biosynthesis
rxn07697	Anthocyanin biosynthesis
rxn07690	Anthocyanin biosynthesis
rxn07691	Anthocyanin biosynthesis
rxn07692	alpha-Linolenic acid metabolism
rxn07693	Anthocyanin biosynthesis
rxn07698	Anthocyanin biosynthesis
rxn07699	Anthocyanin biosynthesis
rxn07348	Carotenoid biosynthesis
rxn01964	Glycine, serine and threonine metabolism|Phenylalanine, tyrosine and tryptophan biosynthesis|Biosynthesis of amino acids
rxn01966	Starch and sucrose metabolism
rxn01967	Starch and sucrose metabolism
rxn01961	Purine metabolism
rxn01962	Purine metabolism
rxn01968	Purine metabolism|One carbon pool by folate
rxn01969	Fructose and mannose metabolism
rxn09037	Terpenoid backbone biosynthesis
rxn07529	Isoflavonoid biosynthesis
rxn07522	Polycyclic aromatic hydrocarbon degradation
rxn07523	Naphthalene degradation
rxn07520	Aminobenzoate degradation
rxn07521	Polycyclic aromatic hydrocarbon degradation
rxn07526	Flavonoid biosynthesis|Isoflavonoid biosynthesis
rxn07527	Polycyclic aromatic hydrocarbon degradation
rxn07524	Naphthalene degradation
rxn07525	Isoflavonoid biosynthesis
rxn03997	Isoquinoline alkaloid biosynthesis
rxn03996	Steroid biosynthesis
rxn03993	Cyanoamino acid metabolism
rxn03196	Steroid hormone biosynthesis
rxn03195	Histidine metabolism
rxn03198	Steroid hormone biosynthesis
rxn02828	Tropane, piperidine and pyridine alkaloid biosynthesis
rxn02826	Arginine and proline metabolism
rxn02827	Purine metabolism
rxn02820	Sphingolipid metabolism
rxn02821	Sphingolipid metabolism
rxn02823	Tryptophan metabolism
rxn03339	Tyrosine metabolism
rxn03449	Monoterpenoid biosynthesis
rxn06128	Steroid hormone biosynthesis
rxn03445	Vitamin B6 metabolism
rxn03331	Histidine metabolism
rxn03446	Vitamin B6 metabolism
rxn03441	C5-Branched dibasic acid metabolism
rxn03440	Glyoxylate and dicarboxylate metabolism|C5-Branched dibasic acid metabolism|Carbon fixation pathways in prokaryotes|Carbon metabolism
rxn03443	C5-Branched dibasic acid metabolism
rxn03442	Benzoate degradation|C5-Branched dibasic acid metabolism
rxn00970	Phenylalanine metabolism
rxn00971	Carbon fixation pathways in prokaryotes|Carbon metabolism
rxn00973	Carbon metabolism|2-Oxocarboxylic acid metabolism|Biosynthesis of amino acids
rxn00974	Citrate cycle (TCA cycle)|Glyoxylate and dicarboxylate metabolism|Carbon fixation pathways in prokaryotes|2-Oxocarboxylic acid metabolism
rxn00975	Fructose and mannose metabolism|Amino sugar and nucleotide sugar metabolism
rxn00977	Galactose metabolism
rxn00979	Glyoxylate and dicarboxylate metabolism
rxn04875	Metabolism of xenobiotics by cytochrome P450
rxn04874	Metabolism of xenobiotics by cytochrome P450
rxn04877	Metabolism of xenobiotics by cytochrome P450
rxn04876	Metabolism of xenobiotics by cytochrome P450
rxn04871	Metabolism of xenobiotics by cytochrome P450
rxn04870	Arachidonic acid metabolism
rxn04873	Metabolism of xenobiotics by cytochrome P450
rxn04872	Metabolism of xenobiotics by cytochrome P450
rxn04879	Metabolism of xenobiotics by cytochrome P450
rxn04878	Metabolism of xenobiotics by cytochrome P450
rxn16645	Flavone and flavonol biosynthesis
rxn02318	Galactose metabolism
rxn02319	Fructose and mannose metabolism
rxn02316	Galactose metabolism
rxn02317	Galactose metabolism
rxn02314	Galactose metabolism
rxn02315	Galactose metabolism
rxn02312	Biotin metabolism
rxn02313	Fructose and mannose metabolism
rxn02311	Indole alkaloid biosynthesis
rxn07181	Metabolism of xenobiotics by cytochrome P450
rxn15607	Diterpenoid biosynthesis
rxn15950	Arginine and proline metabolism
rxn15951	Riboflavin metabolism
rxn15952	Glycolysis / Gluconeogenesis|Pentose phosphate pathway|Carbon metabolism
rxn15953	Glycolysis / Gluconeogenesis|Carbon metabolism
rxn15954	Glycolysis / Gluconeogenesis
rxn15955	Phenylalanine metabolism
rxn15956	Phenylalanine metabolism
rxn15957	Phenylalanine metabolism
rxn15958	Phenylalanine metabolism
rxn01208	Valine, leucine and isoleucine biosynthesis|2-Oxocarboxylic acid metabolism
rxn01759	Cysteine and methionine metabolism
rxn01758	Taurine and hypotaurine metabolism
rxn01205	Vitamin B6 metabolism
rxn01204	Alanine, aspartate and glutamate metabolism|Butanoate metabolism
rxn01206	Cyanoamino acid metabolism
rxn01201	Butanoate metabolism|Carbon metabolism
rxn01200	Pentose phosphate pathway|Carbon fixation in photosynthetic organisms|Carbon metabolism|Biosynthesis of amino acids
rxn01203	Tyrosine metabolism
rxn01750	Amino sugar and nucleotide sugar metabolism
rxn05049	Primary bile acid biosynthesis
rxn05047	Phenylalanine metabolism
rxn05040	Riboflavin metabolism
rxn11653	Chlorocyclohexane and chlorobenzene degradation
rxn11652	Ethylbenzene degradation|Degradation of aromatic compounds
rxn11651	Benzoate degradation|Aminobenzoate degradation|Degradation of aromatic compounds
rxn11650	Porphyrin and chlorophyll metabolism
rxn11657	Ethylbenzene degradation
rxn11656	Ethylbenzene degradation
rxn11655	Polycyclic aromatic hydrocarbon degradation
rxn11654	Polycyclic aromatic hydrocarbon degradation
rxn11658	Polycyclic aromatic hydrocarbon degradation
rxn06464	Steroid biosynthesis
rxn00400	Arginine and proline metabolism
rxn00401	Arginine and proline metabolism
rxn00402	Arginine and proline metabolism
rxn00403	Arginine and proline metabolism
rxn00404	Glycine, serine and threonine metabolism|Arginine and proline metabolism
rxn00405	Arginine and proline metabolism
rxn00406	D-Arginine and D-ornithine metabolism
rxn00407	Pyrimidine metabolism
rxn00408	Pyrimidine metabolism
rxn00409	Pyrimidine metabolism
rxn00154	Carbon metabolism
rxn00152	Pyruvate metabolism
rxn00150	Pyruvate metabolism
rxn00151	Pyruvate metabolism|Carbon fixation in photosynthetic organisms|Carbon fixation pathways in prokaryotes|Carbon metabolism
rxn04311	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn04312	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn04313	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn04314	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn04315	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn04316	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn04317	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn04318	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn07755	Caffeine metabolism
rxn07754	Caffeine metabolism
rxn07757	Caffeine metabolism
rxn07756	Caffeine metabolism
rxn07751	Caffeine metabolism
rxn07750	Caffeine metabolism
rxn07753	Caffeine metabolism
rxn07752	Caffeine metabolism
rxn07759	Caffeine metabolism
rxn07758	Caffeine metabolism
rxn06807	Histidine metabolism
rxn06804	Lysine degradation
rxn06805	Lysine degradation
rxn06802	Lysine biosynthesis
rxn06803	Glycerophospholipid metabolism
rxn06800	Cysteine and methionine metabolism
rxn03833	Polycyclic aromatic hydrocarbon degradation
rxn03838	Galactose metabolism
rxn03839	Styrene degradation
rxn16752	Sesquiterpenoid and triterpenoid biosynthesis
rxn16329	Sesquiterpenoid and triterpenoid biosynthesis
rxn00998	Phenylalanine metabolism|Tropane, piperidine and pyridine alkaloid biosynthesis
rxn16750	Sesquiterpenoid and triterpenoid biosynthesis
rxn16755	Sesquiterpenoid and triterpenoid biosynthesis
rxn16322	Phosphonate and phosphinate metabolism
rxn16754	Sesquiterpenoid and triterpenoid biosynthesis
rxn15383	Butanoate metabolism|C5-Branched dibasic acid metabolism
rxn16759	Diterpenoid biosynthesis
rxn02129	Pantothenate and CoA biosynthesis
rxn02128	Pantothenate and CoA biosynthesis
rxn16758	Steroid degradation
rxn02123	Propanoate metabolism|Styrene degradation
rxn02122	Ascorbate and aldarate metabolism
rxn02125	Naphthalene degradation|Degradation of aromatic compounds
rxn03469	Butanoate metabolism
rxn00995	Synthesis and degradation of ketone bodies|Propanoate metabolism
rxn05869	Methane metabolism
rxn02592	Tryptophan metabolism
rxn16124	Biosynthesis of type II polyketide backbone
rxn16125	Biosynthesis of type II polyketide backbone
rxn16126	Biosynthesis of type II polyketide backbone
rxn16127	Biosynthesis of type II polyketide backbone
rxn16120	Biosynthesis of type II polyketide backbone
rxn16121	Biosynthesis of type II polyketide backbone
rxn16122	Biosynthesis of type II polyketide backbone
rxn16123	Biosynthesis of type II polyketide backbone
rxn16128	Biosynthesis of type II polyketide backbone
rxn16129	Biosynthesis of type II polyketide backbone
rxn14149	Primary bile acid biosynthesis
rxn14144	Ascorbate and aldarate metabolism
rxn14147	Peptidoglycan biosynthesis
rxn14143	Tyrosine metabolism
rxn06251	Fatty acid biosynthesis
rxn01040	Benzoate degradation|Degradation of aromatic compounds
rxn05853	Fatty acid degradation
rxn03781	Aminobenzoate degradation
rxn06781	Selenocompound metabolism
rxn03785	DDT degradation|Degradation of aromatic compounds
rxn00369	Pyrimidine metabolism
rxn00368	Pyrimidine metabolism
rxn00361	Purine metabolism|Sulfur metabolism
rxn00360	Sulfur metabolism
rxn00363	Pyrimidine metabolism
rxn00362	Pyrimidine metabolism
rxn00365	Pyrimidine metabolism
rxn00364	Pyrimidine metabolism
rxn00367	Pyrimidine metabolism
rxn00366	Pyrimidine metabolism
rxn07328	Steroid biosynthesis
rxn07324	Steroid biosynthesis
rxn07325	Steroid biosynthesis
rxn07327	Steroid biosynthesis
rxn07320	Steroid biosynthesis
rxn07321	Steroid biosynthesis
rxn07322	Steroid biosynthesis
rxn07323	Steroid biosynthesis
rxn01418	Tryptophan metabolism
rxn01419	Lysine biosynthesis|2-Oxocarboxylic acid metabolism|Biosynthesis of amino acids
rxn01948	Tryptophan metabolism
rxn01949	Tryptophan metabolism
rxn01943	Tyrosine metabolism
rxn01413	Sphingolipid metabolism
rxn01414	Sphingolipid metabolism
rxn01415	Sulfur metabolism
rxn01944	Tyrosine metabolism
rxn01945	Tyrosine metabolism|Degradation of aromatic compounds
rxn00098	Purine metabolism
rxn00097	Purine metabolism
rxn00096	Purine metabolism
rxn00095	Purine metabolism
rxn00092	Purine metabolism
rxn00090	Glutathione metabolism
rxn08113	Fructose and mannose metabolism
rxn01123	Pentose phosphate pathway|Carbon metabolism
rxn02802	Fatty acid elongation|Fatty acid metabolism
rxn02803	Fatty acid degradation|Fatty acid metabolism
rxn04129	Monoterpenoid biosynthesis
rxn04128	Monoterpenoid biosynthesis
rxn02806	C5-Branched dibasic acid metabolism
rxn02807	Chlorocyclohexane and chlorobenzene degradation|Degradation of aromatic compounds
rxn02804	Fatty acid elongation|Fatty acid degradation|Fatty acid metabolism
rxn02805	Tropane, piperidine and pyridine alkaloid biosynthesis
rxn04123	Isoquinoline alkaloid biosynthesis
rxn04122	Isoquinoline alkaloid biosynthesis
rxn02808	Aminobenzoate degradation
rxn02809	Aminobenzoate degradation
rxn04125	Isoquinoline alkaloid biosynthesis
rxn03311	Steroid hormone biosynthesis
rxn03310	Steroid hormone biosynthesis
rxn03313	Steroid hormone biosynthesis
rxn03312	Steroid hormone biosynthesis
rxn03315	Steroid hormone biosynthesis
rxn03314	Steroid hormone biosynthesis
rxn03317	Steroid hormone biosynthesis
rxn03316	Steroid hormone biosynthesis
rxn16714	Diterpenoid biosynthesis
rxn16712	Stilbenoid, diarylheptanoid and gingerol biosynthesis
rxn00956	Cysteine and methionine metabolism
rxn00957	Toluene degradation|Aminobenzoate degradation
rxn00952	Cysteine and methionine metabolism
rxn00953	Glycine, serine and threonine metabolism|Cysteine and methionine metabolism|Biosynthesis of amino acids
rxn00950	Cysteine and methionine metabolism|Biosynthesis of amino acids
rxn00958	Toluene degradation|Aminobenzoate degradation
rxn00959	Benzoate degradation|Aminobenzoate degradation|Degradation of aromatic compounds
rxn16073	Polycyclic aromatic hydrocarbon degradation
rxn02374	Arginine and proline metabolism|Biosynthesis of amino acids
rxn02375	Pyrimidine metabolism
rxn02376	Citrate cycle (TCA cycle)
rxn02377	Amino sugar and nucleotide sugar metabolism
rxn02370	Benzoate degradation
rxn02371	Steroid biosynthesis
rxn02373	Arginine and proline metabolism|Biosynthesis of amino acids
rxn15628	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn15626	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn15624	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn15622	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn15620	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn15976	Diterpenoid biosynthesis
rxn15977	Diterpenoid biosynthesis
rxn15974	Diterpenoid biosynthesis
rxn15975	Diterpenoid biosynthesis
rxn15972	Arginine and proline metabolism
rxn15973	Diterpenoid biosynthesis
rxn15970	Bisphenol degradation
rxn15971	Cutin, suberine and wax biosynthesis
rxn15978	Diterpenoid biosynthesis
rxn15979	Diterpenoid biosynthesis
rxn01775	Pentose and glucuronate interconversions
rxn01773	Phenylalanine metabolism
rxn01772	Phenylalanine metabolism
rxn01779	D-Arginine and D-ornithine metabolism
rxn01778	D-Arginine and D-ornithine metabolism
rxn05065	Isoflavonoid biosynthesis
rxn05064	Nitrogen metabolism
rxn05069	Carotenoid biosynthesis
rxn05068	Carotenoid biosynthesis
rxn14081	Benzoxazinoid biosynthesis
rxn14080	Terpenoid backbone biosynthesis|Sesquiterpenoid and triterpenoid biosynthesis
rxn14082	Tryptophan metabolism
rxn14085	Ubiquinone and other terpenoid-quinone biosynthesis
rxn14086	Limonene and pinene degradation
rxn14089	Chloroalkane and chloroalkene degradation
rxn16176	Biosynthesis of type II polyketide products
rxn11671	Flavonoid biosynthesis
rxn11670	Flavonoid biosynthesis
rxn11672	Flavonoid biosynthesis
rxn11674	Biosynthesis of vancomycin group antibiotics
rxn06448	Aminoacyl-tRNA biosynthesis
rxn06449	Aminoacyl-tRNA biosynthesis
rxn06446	Aminoacyl-tRNA biosynthesis
rxn06447	Aminoacyl-tRNA biosynthesis
rxn06444	Aminoacyl-tRNA biosynthesis
rxn06445	Aminoacyl-tRNA biosynthesis
rxn06442	Aminoacyl-tRNA biosynthesis
rxn06443	Aminoacyl-tRNA biosynthesis
rxn06440	Aminoacyl-tRNA biosynthesis
rxn06441	Aminoacyl-tRNA biosynthesis
rxn11902	Retinol metabolism
rxn11901	Retinol metabolism
rxn11900	Retinol metabolism
rxn00426	Cysteine and methionine metabolism
rxn00424	Glycine, serine and threonine metabolism|Glyoxylate and dicarboxylate metabolism|Methane metabolism|Carbon metabolism
rxn00425	Glycine, serine and threonine metabolism
rxn00422	Glycine, serine and threonine metabolism
rxn00423	Cysteine and methionine metabolism|Sulfur metabolism|Carbon metabolism|Biosynthesis of amino acids
rxn00132	Purine metabolism
rxn00133	Purine metabolism
rxn00138	Nicotinate and nicotinamide metabolism
rxn00139	Purine metabolism
rxn00428	Chloroalkane and chloroalkene degradation
rxn00429	Chloroalkane and chloroalkene degradation|Methane metabolism|Carbon metabolism
rxn04336	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn04337	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn04334	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn04335	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn04332	Sesquiterpenoid and triterpenoid biosynthesis
rxn04333	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn04330	Sesquiterpenoid and triterpenoid biosynthesis
rxn04331	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn03619	Aminobenzoate degradation
rxn04338	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn04339	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn15020	Pyruvate metabolism
rxn15021	Valine, leucine and isoleucine biosynthesis|Butanoate metabolism|C5-Branched dibasic acid metabolism|2-Oxocarboxylic acid metabolism|Biosynthesis of amino acids
rxn10504	Riboflavin metabolism
rxn10505	Riboflavin metabolism
rxn15362	Starch and sucrose metabolism
rxn15361	Fructose and mannose metabolism
rxn15365	Glycerophospholipid metabolism
rxn15364	Glycolysis / Gluconeogenesis|Pentose phosphate pathway|Starch and sucrose metabolism|Amino sugar and nucleotide sugar metabolism|Carbon metabolism
rxn03819	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn06864	Biotin metabolism
rxn06865	Lipopolysaccharide biosynthesis
rxn03810	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn03811	Biosynthesis of 12-, 14- and 16-membered macrolides
rxn06860	Glycolysis / Gluconeogenesis
rxn03814	Polyketide sugar unit biosynthesis
rxn02148	Monoterpenoid biosynthesis
rxn02147	Monoterpenoid biosynthesis
rxn02145	Vitamin B6 metabolism
rxn02144	Benzoate degradation|Degradation of aromatic compounds
rxn02143	Benzoate degradation
rxn02142	Benzoate degradation
rxn02141	Benzoate degradation
rxn02140	Furfural degradation
rxn03563	Chlorocyclohexane and chlorobenzene degradation
rxn06041	Glycerophospholipid metabolism
rxn06046	Inositol phosphate metabolism|Glycerophospholipid metabolism
rxn06047	Amino sugar and nucleotide sugar metabolism
rxn06045	Glycerophospholipid metabolism
rxn02651	Ascorbate and aldarate metabolism
rxn05885	Cysteine and methionine metabolism
rxn05884	Fatty acid degradation
rxn16033	Polycyclic aromatic hydrocarbon degradation
rxn03769	DDT degradation
rxn07127	Biosynthesis of type II polyketide backbone
rxn03762	Clavulanic acid biosynthesis
rxn03763	Clavulanic acid biosynthesis
rxn03764	Clavulanic acid biosynthesis
rxn03765	Clavulanic acid biosynthesis
rxn03766	Clavulanic acid biosynthesis
rxn03767	Clavulanic acid biosynthesis
rxn07430	Valine, leucine and isoleucine degradation
rxn00350	Glutathione metabolism
rxn15314	Glycolysis / Gluconeogenesis|Amino sugar and nucleotide sugar metabolism|Carbon metabolism
rxn00223	Fructose and mannose metabolism
rxn15315	Glycerolipid metabolism
rxn04930	Pentose and glucuronate interconversions|Ascorbate and aldarate metabolism
rxn04932	Pentose and glucuronate interconversions
rxn04934	Cysteine and methionine metabolism|Methane metabolism
rxn04935	Cysteine and methionine metabolism
rxn00354	Amino sugar and nucleotide sugar metabolism
rxn00355	Galactose metabolism|Amino sugar and nucleotide sugar metabolism
rxn16108	Terpenoid backbone biosynthesis
rxn16102	Nitrotoluene degradation
rxn16103	Nitrotoluene degradation
rxn16100	Nitrotoluene degradation
rxn16101	Polycyclic aromatic hydrocarbon degradation
rxn16106	Terpenoid backbone biosynthesis
rxn16107	Terpenoid backbone biosynthesis
rxn16104	Nitrotoluene degradation
rxn16105	Nitrotoluene degradation
rxn14163	Sesquiterpenoid and triterpenoid biosynthesis
rxn14160	Pentose phosphate pathway
rxn14161	Glucosinolate biosynthesis|2-Oxocarboxylic acid metabolism
rxn14166	Brassinosteroid biosynthesis
rxn14164	Steroid hormone biosynthesis
rxn14165	Glucosinolate biosynthesis|2-Oxocarboxylic acid metabolism
rxn14169	Cysteine and methionine metabolism|Biosynthesis of amino acids
rxn04686	Bisphenol degradation
rxn04687	Bisphenol degradation
rxn04684	Glycerophospholipid metabolism
rxn04685	Bisphenol degradation
rxn04682	Glycerophospholipid metabolism
rxn04683	Glycerophospholipid metabolism
rxn04680	Ubiquinone and other terpenoid-quinone biosynthesis
rxn04681	Glycerophospholipid metabolism
rxn06271	Starch and sucrose metabolism
rxn06273	Starch and sucrose metabolism
rxn06272	Starch and sucrose metabolism
rxn06275	Retinol metabolism
rxn04688	Bisphenol degradation
rxn04689	Bisphenol degradation
rxn02276	Tyrosine metabolism|Styrene degradation
rxn07908	Fluorobenzoate degradation
rxn07909	Fluorobenzoate degradation
rxn00309	Tropane, piperidine and pyridine alkaloid biosynthesis
rxn00307	Purine metabolism
rxn00306	Citrate cycle (TCA cycle)|Propanoate metabolism|Carbon metabolism
rxn07902	Fluorobenzoate degradation
rxn00304	Purine metabolism
rxn00303	Purine metabolism
rxn00302	Folate biosynthesis
rxn00301	Purine metabolism
rxn00300	Riboflavin metabolism
rxn07302	Brassinosteroid biosynthesis
rxn07651	alpha-Linolenic acid metabolism
rxn07300	Brassinosteroid biosynthesis
rxn07301	Brassinosteroid biosynthesis
rxn07306	Brassinosteroid biosynthesis
rxn07307	Methane metabolism
rxn07656	alpha-Linolenic acid metabolism
rxn07657	alpha-Linolenic acid metabolism
rxn07658	alpha-Linolenic acid metabolism
rxn07659	alpha-Linolenic acid metabolism
rxn01438	Tryptophan metabolism
rxn01439	Amino sugar and nucleotide sugar metabolism
rxn01437	Tryptophan metabolism|Glyoxylate and dicarboxylate metabolism
rxn01434	Alanine, aspartate and glutamate metabolism|Arginine and proline metabolism|Biosynthesis of amino acids
rxn01435	Tryptophan metabolism
rxn01431	Fructose and mannose metabolism|Amino sugar and nucleotide sugar metabolism
rxn03153	Tyrosine metabolism
rxn03152	Steroid degradation|Degradation of aromatic compounds
rxn03150	Porphyrin and chlorophyll metabolism
rxn03156	Tyrosine metabolism
rxn03155	Tyrosine metabolism
rxn03154	Tyrosine metabolism
rxn03159	Lipopolysaccharide biosynthesis
rxn04101	Indole alkaloid biosynthesis
rxn04103	Indole alkaloid biosynthesis
rxn04102	Indole alkaloid biosynthesis
rxn04105	Indole alkaloid biosynthesis
rxn04104	Indole alkaloid biosynthesis
rxn04107	Indole alkaloid biosynthesis
rxn04106	Indole alkaloid biosynthesis
rxn04109	Indole alkaloid biosynthesis
rxn04108	Indole alkaloid biosynthesis
rxn03488	Starch and sucrose metabolism
rxn03481	Glycolysis / Gluconeogenesis
rxn03480	Tropane, piperidine and pyridine alkaloid biosynthesis
rxn03483	Purine metabolism
rxn03482	Glycolysis / Gluconeogenesis
rxn12649	One carbon pool by folate|Folate biosynthesis
rxn03484	Naphthalene degradation|Degradation of aromatic compounds
rxn03487	Starch and sucrose metabolism
rxn03486	Xylene degradation|Degradation of aromatic compounds
rxn16734	Sesquiterpenoid and triterpenoid biosynthesis
rxn16737	Diterpenoid biosynthesis
rxn00938	Nicotinate and nicotinamide metabolism
rxn00939	Nicotinate and nicotinamide metabolism
rxn03370	Phosphonate and phosphinate metabolism
rxn00934	Glyoxylate and dicarboxylate metabolism|Methane metabolism|Carbon metabolism
rxn00935	Pyruvate metabolism
rxn00937	Cyanoamino acid metabolism
rxn00930	Arginine and proline metabolism
rxn00931	Arginine and proline metabolism|Biosynthesis of amino acids
rxn00932	Arginine and proline metabolism
rxn00933	Arginine and proline metabolism
rxn02685	Taurine and hypotaurine metabolism
rxn02680	Fatty acid elongation|Fatty acid degradation|Fatty acid metabolism
rxn02688	Aminobenzoate degradation
rxn02428	Vitamin B6 metabolism
rxn02429	Galactose metabolism
rxn02358	Arginine and proline metabolism
rxn02359	Arginine and proline metabolism
rxn02352	Histidine metabolism|beta-Alanine metabolism
rxn02353	Histidine metabolism|beta-Alanine metabolism
rxn02350	Lysine degradation
rxn02351	Lysine degradation
rxn02356	Arginine and proline metabolism
rxn02357	Arginine and proline metabolism
rxn02354	Flavone and flavonol biosynthesis
rxn02355	Arginine and proline metabolism
rxn15641	Benzoate degradation|Degradation of aromatic compounds
rxn15642	Benzoate degradation|Degradation of aromatic compounds
rxn05960	Benzoate degradation|Degradation of aromatic compounds
rxn04749	Caprolactam degradation
rxn04748	Naphthalene degradation
rxn04743	Naphthalene degradation
rxn04742	Naphthalene degradation
rxn04741	Naphthalene degradation
rxn04740	Naphthalene degradation
rxn04747	Naphthalene degradation
rxn04746	Naphthalene degradation
rxn04745	Naphthalene degradation
rxn04744	Naphthalene degradation
rxn15918	Tropane, piperidine and pyridine alkaloid biosynthesis
rxn15919	Tropane, piperidine and pyridine alkaloid biosynthesis
rxn15914	Ubiquinone and other terpenoid-quinone biosynthesis
rxn15915	Ubiquinone and other terpenoid-quinone biosynthesis
rxn15916	Ubiquinone and other terpenoid-quinone biosynthesis
rxn15910	Ubiquinone and other terpenoid-quinone biosynthesis
rxn15911	Ubiquinone and other terpenoid-quinone biosynthesis
rxn15912	Ubiquinone and other terpenoid-quinone biosynthesis
rxn05965	Glycerophospholipid metabolism
rxn11619	Carotenoid biosynthesis
rxn11618	Isoquinoline alkaloid biosynthesis
rxn11614	Steroid hormone biosynthesis
rxn11612	Glycosphingolipid biosynthesis - ganglio series
rxn11611	Monoterpenoid biosynthesis
rxn11610	Benzoate degradation
rxn14203	Amino sugar and nucleotide sugar metabolism
rxn14200	Isoquinoline alkaloid biosynthesis
rxn14207	Methane metabolism|Carbon metabolism
rxn14206	Betalain biosynthesis
rxn14205	Glucosinolate biosynthesis|2-Oxocarboxylic acid metabolism
rxn16054	Tetracycline biosynthesis|Biosynthesis of type II polyketide products
rxn06424	Steroid biosynthesis
rxn06427	Tryptophan metabolism
rxn06421	Selenocompound metabolism
